h tCustomer ID,Customer Name,GST Number,Billing Address,Shipping Address,Rate Card Reference,Created On,Phone,Remarks
90572,"Quadron Business Park Private Limited","29AAECA9058R1ZR","Quadron Business Park Private Limited, d/b/a Four Seasons Hotel and Private Residences No 8, Belary Road Ganga Nagar Bengaluru, Karnataka, 560032, IN Attn: Virupaksh 08045222222","Quadron Business Park Private Limited, d/b/a Four Seasons Hotel and Private Residences No 8, Belary Road Ganga Nagar Bengaluru, Karnataka, 560032, IN Attn: Virupaksh 08045222222","N/A",04-Dec-2024,"08045222222","N/A"
90571,"Moxy Hotel Andheri West","27AABCN0690H1ZI","Shree Balajee Landmark Hotels Private Limited, Moxy Hotel Andheri West Plot No. 711, New link Road, Opp. City Mall Andheri ( West) Mumbai, MH, 400053, IN Attn: Prashant V Gadhire 9730733825","Moxy Hotel Andheri West Plot No. 711, New link Road, Opp. City Mall Andheri ( West) Mumbai, MH, 400053, IN Attn: Prashant V Gadhire 9730733825","N/A",04-Dec-2024,"9730733825","N/A"
90570,"Panorama Inc","27ANRPH0910L1ZU","61B Apsara Apt, Flat No 10S, Nargis Dutt Road, Pali Hill, Bandra (West), Mumbai 400050 Contact No +91 90049 59233 Contact Name - Deepak","13A/14, Laxmiwoolen Mills Compound, Shaktimills Lane Off DR. E Mosses Road Behind Famous Studios Mahalaxmi (West ) Mumbai -400011 Contact No +91 90049 59233 Contact Name - Deepak","N/A",04-Dec-2024,"9004959233","N/A"
90569,"Raj Scape Hotels Private Limited (Corbett National Park)","05AADCR0911P2ZC","Raj Scape Hotels Private Limited Tree of Life VanVilas River Edge, Corbett National Park Village Kyari,, Corbett, Uttarakhand, 244715, India  POC  -  Naveen Kumar 9625887863","Raj Scape Hotels Private Limited Tree of Life VanVilas River Edge, Corbett National Park Village Kyari,, Corbett, Uttarakhand, 244715, India  POC  -  Naveen Kumar 9625887863","N/A",04-Dec-2024,"","N/A"
90568,"Bloomrooms @ Indiranagar","29AABCI6836L1Z2","Imperativ Hospitality Private Limited 1136, 100 Feet Road, Hal 2Nd Stage, Indiranagar Bangalore 29-KA 560038 POC -  Thoiba 7085516691","Bloomrooms @ Indiranagar 1136, 100 Feet Road, Hal 2Nd Stage, Indiranagar Bangalore 29-KA 560038 IN POC - Thoiba 7085516691","Bloom Hotels Institutional",04-Dec-2024,"7795590156","N/A"
90567,"Backbenchers","07CXEPM7317R1ZR","KH NO. 806, GF, PLOT NUMBER A-X-22, SHYAM VIHAR, PHASE 2, BLOCK-A NEAR MATA MANDIR, NAJAFGARH, SOUTH WEST DELHI, DELHI- 110043 ","Backbenchers C-167 Okhla Phase -1 POC Name: Suman - 8882653030 ","N/A",04-Dec-2024,"","N/A"
90566,"Ritu Chhabra","","Ritu Chhabra RQ-3 Ridhi Sidhi Enclave-1, sector 1, near mandir Sri Ganganagar, Rajasthan- 335001 contact no.: 9414552862 ","Ritu Chhabra RQ-3 Ridhi Sidhi Enclave-1, sector 1, near mandir Sri Ganganagar, Rajasthan- 335001 contact no.: 9414552862","N/A",04-Dec-2024,"","N/A"
90565,"Bloom Hotel - Ranchi","20AABCI6836L1ZK","Imperativ Hospitality Private Limited PLOT NO-1141,SITUATED AT KUTCHERY ROAD,KALI BABU STREET,NEAR JAI PAL SINGH STADIUM,RANCHI Ranchi 20-JH 834001 IN, POC-Mr. Aditya  Cont no. 8381881902 ","Bloom Hotel - Ranchi PLOT NO-1141,SITUATED AT KUTCHERY ROAD,KALI BABU STREET,NEAR JAI PAL SINGH STADIUM,RANCHI Ranchi 20-JH 834001 IN POC-Mr. Aditya  Cont no. 8381881902, 8964952905","Bloom Hotels Institutional",04-Dec-2024,"8964952905","N/A"
90564,"Raj Scape Hotels Private Limited ( Jheendoli Road )","08AADCR0911P1Z7","Raj Scape Hotels Private Limited Jheendoli Road, Rama, Udaipur-313011 POC : Vishnu Kumar Mobile no.9015242000","Raj Scape Hotels Private Limited Jheendoli Road, Rama, Udaipur-313011 POC : Vishnu Kumar Mobile no.9015242000","N/A",04-Dec-2024,"","N/A"
90563,"Amazon Retail India Private Limited (MH)","27AAPCA6346P1ZV","Amazon Retail India Private Limited (MH) BOM5 Renaissance industrial smart city Kalyan Sape road Vashere village Amane post, Thane 421302 ","Amazon Retail India Private Limited (MH) BOM5 Renaissance industrial smart city Kalyan Sape road Vashere village Amane post, Thane 421302 ","Amazon ARIPL Rate Card-2",04-Dec-2024,"","N/A"
90562,"Imagicaaworld Entertainment Ltd NOVOTEL IMAGICAA KHOPOLI","27AAICA2573P2Z4","Imagicaaworld Entertainment Ltd 30/31,Sangdewadi off Mumbai Pune Exp Highway Khopoli- Pali,Khalapur, Raigad, Maharashtra- 410203 Contact Person: Mitesh Patil Mobile Number: 7709290199   7030951493","Imagicaaworld Entertainment Ltd 30/31,Sangdewadi off Mumbai Pune Exp Highway Khopoli- Pali,Khalapur, Raigad, Maharashtra- 410203 Contact Person: Mr. Mitesh Patil Mobile Number: 7709290199 7030951493","N/A",04-Dec-2024,"7709290199","N/A"
90561,"Mercure Chandigarh","04AAJFK4042M1ZA","K.L.G Enterprises Plot No 51,4 Kanal, Adjoining New Passport Office  Industrial Area Phase II Chandigarh Pincode  160002, 9915294488","K.L.G Enterprises Plot No 51,4 Kanal, Adjoining New Passport Office  Industrial Area Phase II Chandigarh Pincode  160002, 9915294488","N/A",04-Dec-2024,"9915294488","N/A"
90560,"Wrapping Happiness Products Private Limited","06AADCW7578D1Z2","WRAPPING HAPPINESS WAREHOUSE  LANE#3, VILLAGE TEEKRI,  SOHNA ROAD,  NEAR ROHIT GENERAL STORE  GURGAON-122001  #9268563314  WRAPPING HAPPINESS PRODUCTS PRIVATE LIMITED CENTRAL PARK RESORTS T12/9C, NEAR SUBHASH CHOWK, SOHNA ROAD, GURGAON-122001  ","WRAPPING HAPPINESS WAREHOUSE LANE#3, VILLAGE TEEKRI, SOHNA ROAD, NEAR ROHIT GENERAL STORE GURGAON-122001 #9268563314  ","N/A",04-Dec-2024,"","N/A"
90559,"Ibis Styles Goa Calangute","30AABCI2732H1Z5","INTERGLOBE HOTELS PVT. LTD., Survey 166-Naikwaddo Calangute-Bardez 403516 GOA POC:Prashant Morajkar Mobile no. 8326716036  7410009135","IBIS STYLES GOA CALANGUTE InterGlobe Hotels Pvt. Ltd. Survey 166-Naikwaddo Calangute-Bardez 403516 GOA, POC:Prashant Morajkar Mobile no. 8326716036  7410009135","Horeca 1.5gm Sachets Pack of 500 - Institutional",04-Dec-2024,"7410009135","N/A"
90558,"Bloom Hub - Western Highway","27AABCI6836L1Z6","Imperativ Hospitality Private Limited CTS-2015,Vile Parle,Western Express Highway, Near Sahar Road Andheri East Mumbai, Maharashtra- 400069 POC: Mr. Shaheen-9315321206","Imperativ Hospitality Private Limited CTS-2015,Vile Parle,Western Express Highway, Near Sahar Road Andheri East Mumbai, Maharashtra- 400069 POC: Mr. Shaheen-9315321206","Bloom Hotels Institutional",04-Dec-2024,"9987702117","N/A"
90557,"Bloom Hotel | HSR-Sector 6","29AABCI6836L1Z2","Imperativ Hospitality Private Limited 408/447, Hsr Layout, Sector-6, Hosur Sarjapur Road, Bangalore 29-KA 560102 Contact Person  Mr. HARI Contact No  8089793196 ","Imperativ Hospitality Private Limited 408/447, Hsr Layout, Sector-6, Hosur Sarjapur Road, Bangalore 29-KA 560102 Contact Person  Mr. HARI Contact No  8089793196 ","Bloom Hotels Institutional",04-Dec-2024,"8089793196","N/A"
90556,"Bloom Hotel - CR Park","07AABCI6836L1Z8","Imperativ Hospitality Private Limited Plot No A2/3, Chittranjan Park, New Delhi -110019 Contact Person at Site:- Mr. Abnish-7042909777 ","Imperativ Hospitality Private Limited Plot No A2/3, Chittranjan Park, New Delhi -110019 Contact Person at Site:- Mr. Abnish-7042909777 ","Bloom Hotels Institutional",04-Dec-2024,"","N/A"
90555,"Latika Baluja","","Latika Baluja 417, Tower 10-B, The Amaryllis,  New Rohtak Road, New Delhi-110005 POC - +91 72890 16070 ","Latika Baluja 417, Tower 10-B, The Amaryllis,  New Rohtak Road, New Delhi-110005 POC - +91 72890 16070 ","N/A",04-Dec-2024,"","N/A"
90554,"Amazon Retail India Private Limited ( CCX2)","19AAPCA6346P1ZS","Amazon Retail India Private Limited  SpaceArth Warehousing GC Two LLP,  Prop - Arun Kumar Dwivedi, Ganesh Complex - 2, Mallick Bagan, Panchla, Natibpur, Howrah, West Bengal, 711302","Amazon Retail India Private Limited  SpaceArth Warehousing GC Two LLP,  Prop - Arun Kumar Dwivedi, Ganesh Complex - 2, Mallick Bagan, Panchla, Natibpur, Howrah, West Bengal, 711302","Amazon ARIPL Rate Card-2",04-Dec-2024,"","N/A"
90553,"Amazon Retail India Private Limited (PNQ3)","27AAPCA6346P1ZV","Amazon Retail India Private Limited  Gat No. 380,381,384,385,388,389,390,391,392 and 395, B01,  ESR Pune Estate Pvt Ltd, Taluka Khed, B01, ESR Pune Estate Pvt Ltd, Taluka Khed, Ambethan, Pune, Maharashtra, 410501 Fssai Lic No  11524038000049","Amazon Retail India Private Limited  Gat No. 380,381,384,385,388,389,390,391,392 and 395, B01,  ESR Pune Estate Pvt Ltd, Taluka Khed, B01, ESR Pune Estate Pvt Ltd, Taluka Khed, Ambethan, Pune, Maharashtra, 410501 Fssai Lic No  11524038000049","Amazon ARIPL Rate Card-2",04-Dec-2024,"","N/A"
90552,"Amazon Retail India Private Limited ( JPX2)","08AAPCA6346P1ZV","Amazon Retail India Private Limited  Kh No 554 to 558,560 to 583,600 to 606, Bagru Rawan, N.H.8, Tehsil Sanganer, Bagru, Jaipur, Rajasthan, 303007 Fssai Lic No - 12224027000246 ","Amazon Retail India Private Limited  Kh No 554 to 558,560 to 583,600 to 606, Bagru Rawan, N.H.8, Tehsil Sanganer, Bagru, Jaipur, Rajasthan, 303007 Fssai Lic No - 12224027000246 ","Amazon ARIPL Rate Card-2",04-Dec-2024,"","N/A"
90551,"Amazon Retail India Private Limited (AMD2)","24AAPCA6346P1Z1","Amazon Retail India Private Limited  Plot no. 120 X and 119 W2, Gallops Industrial Park 1, Rajoda Village, Bavla, Ahmedabad, Ahmedabad, Gujarat, 382220 Fssai Lic No  10720001000152","Amazon Retail India Private Limited  Plot no. 120 X and 119 W2, Gallops Industrial Park 1, Rajoda Village, Bavla, Ahmedabad, Ahmedabad, Gujarat, 382220 Fssai Lic No  10720001000152","Amazon ARIPL Rate Card-2",04-Dec-2024,"","N/A"
90550,"Bloom Hub Guindy","33AABCI6836L1ZD","Imperativ Hospitality Private Limited 30, Anna Salai,Little Mount,Saidapet,Chennai Saidapet 33-TN 600015","Bloom Hub Guindy 30, Anna Salai,Little Mount,Saidapet,Chennai Saidapet 33-TN 600015 7708783865","Bloom Hotels Institutional",04-Dec-2024,"7708783865","N/A"
90549,"Kalai Foods LLP","27ABAFK8920G1ZB","Kalai Foods LLP 7/5/1 Kalash Heights, infront of Vasant Park society, Mohammadwadi Undri PUNE 411060 POC : Romit Mob: 8956743102, 8806133299","Kalai Foods LLP 7/5/1 Kalash Heights, infront of Vasant Park society, Mohammadwadi Undri PUNE 411060 POC : Romit Mob: 8956743102, 8806133299","N/A",04-Dec-2024,"8956743102","N/A"
90548,"WRAPPING HAPPINESS PRODUCTS PRIVATE LIMITED","06AIQPM0077M2ZR","WRAPPING HAPPINESS PRODUCTS PRIVATE LIMITED CENTRAL PARK RESORTS T12/9C, NEAR SUBHASH CHOWK, SOHNA ROAD, GURGAON-122001  ","WRAPPING HAPPINESS WAREHOUSE LANE#3, VILLAGE TEEKRI, SOHNA ROAD, NEAR ROHIT GENERAL STORE GURGAON-122001 #9268563314  ","N/A",04-Dec-2024,"9268563314","N/A"
90547,"Fangled Designs","07DKNPK6371N1ZD","Fangled Designs 61/18 Ramjas Road, Ground Floor, Karol Bagh, New Delhi, 110005 POC :Lokansh : 8447397048","Fangled Designs B-25, Prahlad Market, Desh Bandhu Gupta Road, Karol Bagh, New Delhi 110005","N/A",04-Dec-2024,"","N/A"
90546,"Harshika Agrawal,","","Harshika Agrawal, Pureplay Skin Sciences Headquarters 1st Floor, Lodha, I Think Techno Campus, A' Wing, Chirak Nagar,  Thane West, Maharashtra 400607 +91 98734 45089 ","Harshika Agrawal, Pureplay Skin Sciences Headquarters 1st Floor, Lodha, I Think Techno Campus, A' Wing, Chirak Nagar,  Thane West, Maharashtra 400607 +91 98734 45089 ","N/A",04-Dec-2024,"","N/A"
90545,"Bloom Hotel - Gachibowli","36AABCI6836L1Z7","Imperativ Hospitality Private Limited Sy No. 6/1, Quiet Lands Gachibowli, Plot No.B2, Old Mumbai Highway, Serilingampalle (M) Hyderabad 36-TS 500032 Cont. Person at unit:- Mr. Deepak (7978537546) ","Bloom Hotel - Gachibowli Sy No. 6/1, Quiet Lands Gachibowli, Plot No.B2, Old Mumbai Highway, Serilingampalle (M) Hyderabad 36-TS 500032 IN Cont. Person at unit:- Mr. Deepak (7978537546) ","N/A",04-Dec-2024,"9711191774","N/A"
90544,"Scootsy Logistics Private Limited (Hyd 2)","36AAVCS1691R2Z5","Scootsy HYD IM1, Survey No. 45/A/2 (OLD SY No.45) Kandlakoya Village, Medchal Madal Dist Telangana 501401 Hyderabad, Telangana Mobile :9944232323 ","Scootsy HYD IM1, Survey No. 45/A/2 (OLD SY No.45) Kandlakoya Village, Medchal Madal Dist Telangana 501401 Hyderabad, Telangana Mobile :9944232323 ","Swiggy Rate Card - 2",04-Dec-2024,"","N/A"
90543,"Bloom Hotel - Airport Road","29AABCI6836L1Z2","Imperativ Hospitality Private Limited Down Town Park, Sadahalli Gate, Kempegowda Int'L Airport Rd Bangalore 29-KA 562157 IN Poc-Mr. Harinder Singh Cont no, 9711191774","Bloom Hotel - Airport Road Down Town Park, Sadahalli Gate, Kempegowda Int'L Airport Rd Bangalore 29-KA 562157 IN, Mr. Sarath Prasad  (7204751706)","Bloom Hotels Institutional",04-Dec-2024,"","N/A"
90542,"Burrito Restaurants Pvt Ltd ( Chennai )","33AAECB8940R2Z3","BURRITO RESTAURANTS PRIVATE LIMITED Ground Floor GK Industrial Estate  5th Street, Ganesh Nagar  Madanandhapuram Bus stop  Alapakkam Chennai Chengalpattu 600116","Delivery address: Burrito Warehouse, 18-19-48,   Near Royal enfield service center, Ganesh Nagar Main Rd, Ganesh Nagar, Porur, Chennai, Tamil Nadu 600116. POC : Balaji Reddy Contact No: 90001 96544 ","N/A",04-Dec-2024,"9000196544","N/A"
90541,"Bloom Hotel - Richmond Road","29AABCI6836L1Z2","Imperativ Hospitality Private Limited NO.44,RICHMOND ROAD,BANGALORE Bangalore 29-KA 560025 IN Mallikarjuna Y R Ph 9611074964","Bloom Hotel - Richmond Road NO.44,RICHMOND ROAD,BANGALORE Bangalore 29-KA 560025 IN, Mr. Kapil  (8791776886)","Bloom Hotels Institutional",04-Dec-2024,"8431661840","N/A"
90540,"Scootsy Logistics Private Limited ( Mum) FC22","27AAVCS1691R1Z5","H.No - 155, UNIT - 1 to 6, C1 BUILDING GLOBAL LOGISTICS COMPANY,SAVAD NAKA ROAD SURVEY NO - 26,27,28, VILLAGE JANVAL-LONAD Bhiwandi, Maharashtra 421302 Contact :9867055698","H.No - 155, UNIT - 1 to 6, C1 BUILDING GLOBAL LOGISTICS COMPANY,SAVAD NAKA ROAD SURVEY NO - 26,27,28, VILLAGE JANVAL-LONAD Bhiwandi, Maharashtra 421302 Contact :9867055698","Swiggy Rate Card - 2",04-Dec-2024,"","N/A"
90539,"Scootsy Logistics Private Ltd (Mumbai IM1)","27AAVCS1691R1Z5","Scootsy Logistics Private Limited Building No B4, Ground Floor  Global Complex, At Survey No 25/10/1, 25/10/2, 25/8,25/6,24 Village Borivali, Tarfe Sonale Taluka Bhiwandi  Dist : Thane Mumbai, MH-421302 Contact :9867055698 ","Scootsy Logistics Private Limited Building No B4, Ground Floor  Global Complex, At Survey No 25/10/1, 25/10/2, 25/8,25/6,24 Village Borivali, Tarfe Sonale Taluka Bhiwandi  Dist : Thane Mumbai, MH-421302 Contact :9867055698 ","Swiggy Rate Card - 2",04-Dec-2024,"9867055698","N/A"
90538,"IMPERATIV HOSPITALITY PRIVATE LIMITED-Bloom Hotel - Worli","27AABCI6836L1Z6","Imperativ Hospitality Private Limited, Dr, E Moses Road, Gandhi Nagar, Upper Worli, Mahalakshmi, Mumbai 400018 IN POC : Pratap Singh Mobile no. 9636580337, 9987702117","Bloom Hotel - Worli , Dr, E Moses Road, Gandhi Nagar, Upper Worli, Mahalakshmi, Mumbai 400018 INPOC : Pratap Singh Mobile no. 9636580337, 9987702117","Bloom Hotels Institutional",04-Dec-2024,"9987702117","N/A"
90537,"Hands On Trdaes Private Limited ( Nagpur)","27AADCH7038R1ZX","HANDS ON TRADES PRIVATE  LIMITED Khasra No.126/3/1, Mouza - Ketapar, NH 547E, Kalmeshwar - Gondkhairi Road, Tah - Kalmeshwar, Dist. Nagpur, Pin : -441501 Babita Nayak Phone No : 9140277387 ","HANDS ON TRADES PRIVATE  LIMITED Khasra No.126/3/1, Mouza - Ketapar, NH 547E, Kalmeshwar - Gondkhairi Road, Tah - Kalmeshwar, Dist. Nagpur, Pin : -441501 Babita Nayak Phone No : 9140277387 ","Blinkit Special Rate Card",04-Dec-2024,"9140277387","N/A"
90536,"Bloom Hotel - Medicity Gurugram","06AABCI6836L1ZA","Imperativ Hospitality Private Limited PLOT NO-205P/206P,SECTOR-38 Gurgaon 06-HR 122001 Contact Person Name:- Mr. Vikas (8076771564). ","Imperativ Hospitality Private Limited PLOT NO-205P/206P,SECTOR-38 Gurgaon 06-HR 122001 Contact Person Name:- Mr. Vikas (8076771564). ","Bloom Hotels Institutional",04-Dec-2024,"","N/A"
90535,"Hands On Trades Private Limited ( HOT Bengaluru B4 - Feeder)","29AADCH7038R1ZT","Sumadhura Logistics Park,11, Chinthamani - Hoskote Road, Doddenahalli,Village, Nandagudi, Hobli, Hoskote, Karnataka 562114 POC : Umesh B Mob  : 6362843737 ","Sumadhura Logistics Park,11, Chinthamani - Hoskote Road, Doddenahalli,Village, Nandagudi, Hobli, Hoskote, Karnataka 562114 POC : Umesh B Mob  : 6362843737 ","Blinkit Special Rate Card",04-Dec-2024,"6362843737","N/A"
90534,"Hotel Suba Galaxy","27AACCH7515A1ZZ","Hotel Suba Galaxy N.S. Phadke Road, Vijay Nagar, Andheri East, Mumbai, Maharashtra - 400069. POC - Avinash Bawkar Contact No : 9930939297 ","Hotel Suba Galaxy N.S. Phadke Road, Vijay Nagar, Andheri East, Mumbai, Maharashtra - 400069. POC - Avinash Bawkar Contact No : 9930939297 ","N/A",04-Dec-2024,"993093927","N/A"
90533,"Hands on Trades Private Limited ( Goa)","30AADCH7038R1ZA","Hands on Trades Private Limited ( Goa) Plot No. 50-54, Phase III B, Verna Industrial Estate, Salcete, South Goa, Goa-403722 POC : Abhimanyu A Phone No : 7428594692 ","Hands on Trades Private Limited ( Goa) Plot No. 50-54, Phase III B, Verna Industrial Estate, Salcete, South Goa, Goa-403722 POC : Abhimanyu A Phone No : 7428594692 ","Blinkit Special Rate Card",04-Dec-2024,"","N/A"
90532,"Amazon Retail India Private Limited (ISK3)","27AAPCA6346P1ZV","Amazon Retail India Private Limited  ROYAL WAREHOUSING AND LOGISTICS LLP,  SURVEY NO. 45, HISSA NO. 4A,  VILLAGE PISSE, VILLAGE AAMNE POST,TALUK BHIWANDI, SAVAD PISE ROAD, DISTRICT THANE, Maharashtra-421302 Fssai No  11524069000047 ","Amazon Retail India Private Limited  ROYAL WAREHOUSING AND LOGISTICS LLP,  SURVEY NO. 45, HISSA NO. 4A,  VILLAGE PISSE, VILLAGE AAMNE POST,TALUK BHIWANDI, SAVAD PISE ROAD, DISTRICT THANE, Maharashtra-421302 Fssai No  11524069000047 ","N/A",04-Dec-2024,"","N/A"
90531,"Amazon Retail India Private Limited (DED3)","06AAPCA6346P1ZZ","Amazon Retail India Private Limited  BLOCK J2, FARUKHNAGAR LOGISTIC PARK, FARUKHANAGAR, GURGAON, HARYANA, Gurgaon, Gurugram, Haryana-122506 Fssai No   10824005000275","Amazon Retail India Private Limited  BLOCK J2, FARUKHNAGAR LOGISTIC PARK, FARUKHANAGAR, GURGAON, HARYANA, Gurgaon, Gurugram, Haryana-122506 Fssai No   10824005000275","N/A",04-Dec-2024,"","N/A"
90530,"Amazon Retail India Private Limited (BLR4)","29AAPCA6346P1ZR","Amazon Retail India Private Limited  Plot No. 12 P2, Hitech, Defence and Aerospace Park, Devanahalli, BENGALURU, 562149 Fssai No    11221303000207 ","Amazon Retail India Private Limited  Plot No. 12 P2, Hitech, Defence and Aerospace Park, Devanahalli, BENGALURU, 562149 Fssai No    11221303000207 ","N/A",04-Dec-2024,"","N/A"
90529,"1RIVET India LLP ( Surat)","24AACFZ5950A1ZE","1RIVET India LLP First Floor,Second floor, Terrace Unit, Ground Floor  NE&E Building Dhampur Char Rasta Atak Pardi Pamera Valsad Gujarat - 396007 POC : Mayuri Patel Contact No 77780 69559 ","1RIVET India LLP First Floor,Second floor, Terrace Unit, Ground Floor  NE&E Building Dhampur Char Rasta Atak Pardi Pamera Valsad Gujarat - 396007 POC : Mayuri Patel Contact No 77780 69559","N/A",04-Dec-2024,"","N/A"
90528,"TNSI Retail Pvt Ltd ( Farukhnagar )","06AACCI3288B1ZU","TNSI Retail Pvt Ltd WHSM-CDC-GURGAON-FARUKH NAGAR- WAREHOUSE  KHASRA NO. 174/5 VILLAGE SULTANPUR,TEHSIL FARUKHNAGAR GURGAON 122506 Ganesh 7906708244","TNSI Retail Pvt Ltd WHSM-CDC-GURGAON-FARUKH NAGAR- WAREHOUSE  KHASRA NO. 174/5 VILLAGE SULTANPUR,TEHSIL FARUKHNAGAR GURGAON 122506 Ganesh 7906708244","N/A",04-Dec-2024,"7906708244","N/A"
90527,"Scootsy Logistics Private Limited (Blr - 2)","29AAVCS1691R1Z1","Scootsy Logistics Private Limited ECOM EXPRESS LIMITED  2/3, 3/1, 3/2, 21/1, 21/3, Ekarajapura Village,Sulibele Hobli, Hoskote Taluk, Bangalore Rural DistrictBangalore, Karnataka - 560067 Mobile no. 9942317823 ","Scootsy Logistics Private Limited ECOM EXPRESS LIMITED  2/3, 3/1, 3/2, 21/1, 21/3, Ekarajapura Village,Sulibele Hobli, Hoskote Taluk, Bangalore Rural DistrictBangalore, Karnataka - 560067 Mobile no. 9942317823 ","Swiggy Rate Card - 2",04-Dec-2024,"9942317823","N/A"
90526,"Scootsy Logistics Private Limited (Chennai)","33AAVCS1691R2ZB","SCTY CHN Ecom, Ecom Express Pvt Ltd, No 90, PeriapalayamHigh Road, Kannigaipair Village, Oothukottai Taluk, Thiruvallur District, Periyapalayam Chennai, Tamil Nadu, India-601101 Contact :9597667591 ","SCTY CHN Ecom, Ecom Express Pvt Ltd, No 90, PeriapalayamHigh Road, Kannigaipair Village, Oothukottai Taluk, Thiruvallur District, Periyapalayam Chennai, Tamil Nadu, India-601101 Contact :9597667591 ","Swiggy Rate Card - 2",04-Dec-2024,"9597667591","N/A"
90525,"Bloom Hotels (Katra- Jammu)","01AABCI6836L1ZK","Imperativ Hospitality Prvate Limited  Khasra  No 406/220, Village  Katra  District - Reasi Katra  Jammu & kashmir - 182301 Contact person at site:- Mr. Abhishek-9103501445 ","Imperativ Hospitality Prvate Limited  Khasra  No 406/220, Village  Katra  District - Reasi Katra  Jammu & kashmir - 182301 Contact person at site:- Mr. Abhishek-9103501445 ","Bloom Hotels Institutional",04-Dec-2024,"","N/A"
90524,"UPCAP India Private Limited","05AAACU1887E2ZE","UPCAP India Private Limited 35th Milestone, Village Singthali, Post Byasi, Rishikesh Badrinath Highway, Uttarakhand 249192 POC Bharat Mobile No. 9354760271","UPCAP India Private Limited H18 green park extension, new delhi 110016 New Delhi-110016 POC Bharat Mobile No. 9354760271","N/A",04-Dec-2024,"","N/A"
90523,"Scootsy Logistics Private Ltd (Pune)","27AAVCS1691R1Z5","Scootsy Logistics Private Ltd SCTY PUN Delhivery Scootsy Logistics Private Limited Gat No. 43/1-P and 46-P, Village-Bhamboli, Tal-Khed Pune Rural,Maharashtra Pune, Maharashtra India-410507 Contact :9820692922","Scootsy Logistics Private Ltd SCTY PUN Delhivery Scootsy Logistics Private Limited Gat No. 43/1-P and 46-P, Village-Bhamboli, Tal-Khed Pune Rural,Maharashtra Pune, Maharashtra India-410507 Contact :9820692922","Swiggy Rate Card - 2",04-Dec-2024,"9820692922","N/A"
90522,"Scootsy Logistics Private Ltd (Scootsy BLR IM1)","29AAVCS1691R1Z1","Scootsy Logistics Private Ltd Scootsy BLR IM1 Survey no 95/2 and 4/1 Anugondanahalli village Hoskote taluk,Bangalore rural,Bangalore,Karnataka - 562114 Contact :8822334455 ","Scootsy Logistics Private Ltd Scootsy BLR IM1 Survey no 95/2 and 4/1 Anugondanahalli village Hoskote taluk,Bangalore rural,Bangalore,Karnataka - 562114 Contact :8822334455 ","Swiggy Rate Card - 2",04-Dec-2024,"8822334455","N/A"
90521,"Scootsy Logistics Private Ltd - Coimbatore","33AAVCS1691R2ZB","Scootsy Logistics Private Ltd SCTY CBE Ecom SF No 380, 381 near MVS Nagar, Panikampatti PO Palladam to Coachin frontier road, Coimbatore Coimbatore, Tamil Nadu India-641664 Mobile No : 8527191627 ","Scootsy Logistics Private Ltd SCTY CBE Ecom SF No 380, 381 near MVS Nagar, Panikampatti PO Palladam to Coachin frontier road, Coimbatore Coimbatore, Tamil Nadu India-641664 Mobile No : 8527191627 ","Swiggy Rate Card - 2",04-Dec-2024,"8527191627","N/A"
90520,"Scootsy Logistics Private Limited (Hyd 3)","36AAVCS1691R2Z5","Sy no. 518, 527, Kistapur Village, opp RDC Concrets, Medchal, Hyderabad, Telangana India-501401 Contact :9944232323 ","Sy no. 518, 527, Kistapur Village, opp RDC Concrets, Medchal, Hyderabad, Telangana India-501401 Contact :9944232323 ","Swiggy Rate Card - 2",04-Dec-2024,"","N/A"
90519,"Bloom Hotels (Thaltej,Ahmedabad)","24AABCI6836L1ZC","Surdhara Circle, Nilmani Society, Near B/H Sal Hospital, Thaltej ,Ahmedabad 24-GJ 380054 POC : Danish Ansari Mobile no.  7698799341","Surdhara Circle, Nilmani Society, Near B/H Sal Hospital, Thaltej ,Ahmedabad 24-GJ 380054 POC : Danish Ansari Mobile no.  7698799341","Bloom Hotels Institutional",04-Dec-2024,"7698799341","N/A"
90518,"The Dome Retreats","29AAGCE7602K1ZD","The Dome Retreats EL Domo Private Limited 73, 7 cross Further Extension of Mahalakshmi Layout  Bengaluru 560086 POC-Mohan Cont no, 8660924600 ","The Dome Retreats EL Domo Private Limited 73, 7 cross Further Extension of Mahalakshmi Layout  Bengaluru 560086 POC-Mohan Cont no, 8660924600   ","N/A",04-Dec-2024,"","N/A"
90517,"Olive Indiranagar","29AAJFE5774C1Z8","Eldorado Hospitality No 14, 80ft Road, Binnamangala, Michealpalya Bangalore - 560038 POC :Ahmed Mobile no. 7022306051","Eldorado Hospitality No 14, 80ft Road, Binnamangala, Michealpalya Bangalore - 560038 POC :Ahmed Mobile no. 7022306051","N/A",04-Dec-2024,"7022306051","N/A"
90516,"Hotel Golden Nest","27AAHFP1783C1ZA","Hotel Golden Nest Hotel Golden Nest (A Pooja Enterprises) Plot No.P-7, Road No.21,Wagle Industrial Estate, SG Barve Road, Near Wagle Circle, Opposite Kotak Mahindra Bank, Thane West Maharashtra- 400604 Contact No : 9930988343","Hotel Golden Nest Hotel Golden Nest (A Pooja Enterprises) Plot No.P-7, Road No.21,Wagle Industrial Estate, SG Barve Road, Near Wagle Circle, Opposite Kotak Mahindra Bank, Thane West Maharashtra- 400604 Contact No : 9930988343","N/A",04-Dec-2024,"9930988343","N/A"
